Table Number,Move,Clues,Mystery Word,Guess,Mode,Language,End,Success,Is_Turn_based,Is_Real_time,Turn_based_effect,Real_time_effect,language_german,language_french,friendly_mode,end_infinite,average_originality,min_originality,max_originality,unique_clues_count,clue_count,Unique_Clues,contains_mystery_root,contains_mystery_stem,contains_mystery_stem_or_substring,unique_clues_squared,unique_clues_originality_interaction
312552889,2023,"Beading, spool, Needle, discussion, discussion",Thread,Thread,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,63.859181851148605,47.43989109992981,73.72543811798096,4,5,"needle, spool, beading, discussion",False,False,False,16,242.30129480361938
312552889,2055,"Conjuror, sleight, Hat, Illusionist, Illusionist",Magician,magician,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,46.70890383422375,23.99449348449707,76.17508620023727,4,5,"conjuror, sleight, illusionist, hat",False,False,False,16,168.66408705711365
312552889,2146,"Klaxon, burglar, Panic, siren, Smoke",Alarm,Alarm,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,52.13660418987274,40.822041034698486,62.46988773345947,5,5,"klaxon, siren, panic, burglar, smoke",False,False,False,25,260.6830209493637
312552889,2154,"squished, Tiny, oily, can, Canned",Sardine,sardines,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,74.88982535898685,63.106340169906616,97.78571017086506,5,5,"canned, can, oily, tiny, squished",False,False,False,25,374.4491267949343
312552889,2171,"Beanie, toque, Headdress, sombrero, Sombrero",Hat,Hat,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,52.396802604198456,35.770559310913086,61.463892459869385,4,5,"toque, sombrero, headdress, beanie",False,False,False,16,211.8410062789917
312552889,2253,"Flash, Stamp, Tribal, regretted, Parlour",Tattoo,tattoo,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,71.48416444659233,58.3287239074707,88.48801180720329,5,5,"parlour, stamp, regretted, tribal, flash",False,False,False,25,357.42082223296165
312552889,2287,"Company, Game, Crab, Crab, crab",Shell,Monopoly,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,76.31141816576321,57.67474174499512,88.58192339539528,3,5,"company, game, crab",False,False,False,9,206.57024279236794
312552889,2304,"Lethal, phaser, Dagger, concealed, Flail",Weapon,weapon,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,56.418389081954956,41.73954129219055,71.92628085613251,5,5,"phaser, lethal, concealed, flail, dagger",False,False,False,25,282.09194540977484
312552889,2352,"street, Curve, Vertex, Rounded, rounded",Corner,corner,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,63.280970975756645,43.95403265953064,84.67626720666885,4,5,"street, curve, rounded, vertex",False,False,False,16,248.7178671360016
312552889,2360,"Gold, letter, mail, Gang, Reaction",Chain,Chain,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,75.34938305616379,66.37883484363556,81.31988495588303,5,5,"letter, reaction, gold, mail, gang",False,False,False,25,376.74691528081894
312552889,2385,"Sweet, Maltose, Cane, Rush, Spice",Sugar,Sugar,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,54.66519236564636,41.663795709609985,79.91990149021149,5,5,"sweet, rush, maltose, spice, cane",False,False,False,25,273.3259618282318
313533300,3264,"Gummy, treat, licorice, toffee, Sweets, sweets",Candy,candy,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,43.88262987136841,25.7468044757843,56.216925382614136,5,6,"treat, licorice, toffee, gummy, sweets",False,False,False,25,204.2999615271886
313533300,3282,"Fries, expensive, bonbon, pigs, Shuffle, Shuffle",Truffle,truffle,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,71.59128785133362,52.86974608898163,84.86459255218506,5,6,"expensive, bonbon, shuffle, fries, pigs",False,False,False,25,369.0175265073776
313533300,3420,"tawny, Hoot, Wingspan, wise, Nocturnal, nocturnal",Owl,Owl,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,65.4001048207283,54.3060302734375,79.58989292383194,5,6,"wise, tawny, wingspan, hoot, nocturnal",False,False,False,25,322.1760280430317
313533300,3870,"silverware, utensil, Pitch, Tuning, bifurcate, Tines",Fork,Fork,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,69.26880590617657,50.190669298172,90.93810841441154,6,6,"bifurcate, utensil, tines, pitch, tuning, silverware",False,False,False,36,415.6128354370594
313533300,3997,"Rascally, chatter, Bugs, Hare, Cottontail, Cottontail",Rabbit,Rabbit,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,65.18919885158539,41.41486883163452,82.81910717487335,5,6,"cottontail, rascally, hare, bugs, chatter",False,False,False,25,313.6217122276624
313533300,4024,"wagons, Circumference, unending, shape, jerk, revolve",Circle,Circle,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,67.2441191971302,48.59552979469299,85.30313819646835,6,6,"unending, circumference, jerk, wagons, revolve, shape",False,False,False,36,403.4647151827812
313533300,4209,"vault, heist, Checkbook, Royal, river, river",Bank,Bank,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,66.55889093875885,57.950592041015625,74.14766252040863,5,6,"heist, river, royal, vault, checkbook",False,False,False,25,325.62087227900827
313533300,4266,"connection, magnetic, Magnetic, magnetism, magnetic, Magnetic",Attraction,French,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,67.71493951479594,53.81062626838684,77.11447775363922,3,6,"magnetic, magnetism, connection",False,False,False,9,209.90198105573654
313533300,4381,"penny, Protection, Bishop, cuffs, arm, armies",Sleeve,sleeve,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,75.38147430556516,40.96282720565796,101.10633661970496,6,6,"penny, armies, arm, cuffs, protection, bishop",False,False,False,36,452.28884583339095
314360735,2749,"Overlord, mafia, Manager, Manager, Leader, leader",Boss,Boss,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,57.97094851732254,46.473872661590576,64.60663080215454,4,6,"leader, overlord, mafia, manager",False,False,False,16,228.64286502202353
314360735,2767,"Rotation, Generator, clean, electricity, Wind, Windmill",Turbine,Windmill,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,54.779405146837234,38.422954082489014,82.41758197546005,6,6,"generator, electricity, wind, rotation, windmill, clean",False,False,False,36,328.6764308810234
314360735,2804,"Camera, Light, Superhero, Fast, Bang, Quick",Flash,flash,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,64.06480719645818,48.02964925765991,81.78203403949738,6,6,"fast, quick, superhero, bang, camera, light",False,False,False,36,384.3888431787491
314360735,2842,"Seaside, vacation, Coast, Bathing, Sand, sand",Beach,Beach,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,37.326213121414185,28.63832712173462,46.97681665420532,5,6,"seaside, sand, coast, vacation, bathing",False,False,False,25,185.61807771523797
314360735,2855,"Slow, Shelled, Reptile, Shell, Shell, Sea",Tortoise,turtle,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,67.46039927005768,43.85941028594971,81.204554438591,5,6,"slow, reptile, sea, shelled, shell",False,False,False,25,332.07305024067557
314360735,2868,"Seedless, Wine, bunch, fruit, Vine, Vine",Grape,Grapes,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,42.176411747932434,28.135335445404053,72.08044826984406,5,6,"wine, bunch, seedless, fruit, vine",False,False,False,25,201.71726495027545
314360735,2893,"Council, General, Votes, Democratic, politics, ballot",Election,Government,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,41.5905753771464,28.541284799575806,57.61558413505554,6,6,"ballot, general, democratic, council, votes, politics",False,False,False,36,249.54345226287842
314360735,2943,"Hand, Surf, greeting, ocean, Goodbye, Goodbye",Wave,Wave,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,64.71969246864319,52.05824375152588,77.72011160850525,5,6,"ocean, hand, goodbye, greeting, surf",False,False,False,25,334.4321449597677
314360735,2961,"fungus, woodland, Forest, Food, Shiitake, Portobello",Mushroom,Mushroom,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,52.58132964372635,30.31293749809265,69.03389692306519,6,6,"fungus, forest, woodland, shiitake, portobello, food",False,False,False,36,315.4879778623581
314360735,2973,"winter, Salt, Autumn, Salt, Autumn, autumn",Season,Cold,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,58.33768993616104,39.56791162490845,80.57234734296799,3,6,"autumn, winter, salt",False,False,False,9,182.66551941633224
314360735,2998,"Bang, Mallet, Tool, Nail, nail, tool",Hammer,Hammer,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,54.751528054475784,43.007928133010864,60.51783561706543,4,6,"tool, mallet, nail, bang",False,False,False,16,222.9909737904867
314360735,3035,"Red, Rum, Mammal, Transport, mount, cowboy",Horse,Horse,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,69.4387932618459,50.33562779426575,83.15893411636353,6,6,"cowboy, red, mammal, rum, mount, transport",False,False,False,36,416.63275957107544
314360735,3047,"Cancer, Stick, Tobacco, smoking, Lighter, lighter",Cigarette,Cigarette,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,49.46927845478058,25.9699285030365,68.27009618282318,5,6,"stick, tobacco, lighter, smoking, cancer",False,False,False,25,254.3790067235629
314360735,3116,"Person, Sculpture, still, tall, Decoration, Art",Statue,Statue,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,60.987140238285065,30.386018753051758,77.7458131313324,6,6,"tall, decoration, person, still, sculpture, art",False,False,False,36,365.9228414297104
314360735,3166,"Bunch, monkey, peel, Potassium, Custard, Custard",Banana,Banana,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,58.24826776981354,42.77004599571228,75.95040500164032,5,6,"monkey, bunch, peel, potassium, custard",False,False,False,25,278.3428207039833
314360735,3172,"Ice, Double, Whipped, Clotted, cookies, and",Cream,Cream,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,54.03390030066172,39.1216516494751,68.48178803920746,6,6,"ice, cookies, clotted, and, double, whipped",False,False,False,36,324.20340180397034
314360735,3197,"Bead, Stone, oyster, necklace, White, White",Pearl,Pendent,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,43.20638597011566,29.311472177505493,50.68766176700592,5,6,"bead, stone, oyster, white, necklace",False,False,False,25,221.26713146766025
314360735,3235,"police, luggage, Suit, Bag, Brief, Murder",Case,Case,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,57.584562400976814,49.45025444030762,68.69478225708008,6,6,"police, brief, suit, luggage, bag, murder",False,False,False,36,345.5073744058609
314360735,3293,"Bluebottle, Hover, wings, Leap, insect, Insect",Fly,Fly,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,63.27378809452057,45.911216735839844,81.62510395050049,5,6,"bluebottle, leap, insect, wings, hover",False,False,False,25,313.491590321064
314360735,3299,"Hair, Designer, Hairdresser, Beautician, fashion, clothing",Stylist,Style,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,44.672577579816185,27.07766890525818,68.47094297409058,6,6,"beautician, clothing, hairdresser, hair, fashion, designer",False,False,False,36,268.0354654788971
314360735,3330,"Flightless, Seabird, Chocolate, Rogue, Emperor, Emperor",Penguin,penguin,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,68.6978280544281,61.65817379951477,74.82562959194183,5,6,"chocolate, flightless, emperor, rogue, seabird",False,False,False,25,345.5021604895592
314360735,3342,"Dead, Walking, infection, undead, Apocalypse, Resurrected",Zombie,Zombie,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,53.312778224547706,28.19698452949524,75.39215534925461,6,6,"resurrected, walking, dead, infection, apocalypse, undead",False,False,False,36,319.8766693472862
314360735,3360,"wicker, Shopping, ball, Case, woven, Woven",Basket,Basket,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,60.81584185361862,48.81195425987244,76.30233317613602,5,6,"case, wicker, shopping, woven, ball",False,False,False,25,305.62138681610423
314360735,3366,"Eleven, Pacific, Sea, fish, Water, water",Ocean,Ocean,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,45.479353964328766,17.70302653312683,76.70107632875443,5,6,"water, pacific, fish, sea, eleven",False,False,False,25,222.77799372871715
314360735,3372,"Melted, Transparent, Beaker, smelted, Sand, sand",Glass,Glass,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,64.94212731719017,54.95698153972626,88.63337561488152,5,6,"melted, smelted, transparent, sand, beaker",False,False,False,25,322.4373279760281
319065151,293,"screwdriver, spade, hammer, hammer",Tool,Tool,Friendly mode,English,Infinite,1,0,0,0,0,0,0,1,1,65.93607912460963,57.63355493545532,80.74852377176285,3,4,"hammer, spade, screwdriver",False,False,False,9,192.9257970303297
319065151,308,"Shark, diapers, kid, toothless",Baby,baby,Friendly mode,English,Infinite,0,0,0,0,0,0,0,1,1,58.74831639230251,38.000357151031494,83.92034024000168,4,4,"toothless, diapers, shark, kid",False,False,False,16,234.99326556921005
319065151,366,"net, Sinker, hook, Hook",Fishing,fisherman,Friendly mode,English,Infinite,0,0,0,0,0,0,0,1,1,67.78134902318318,59.683021903038025,73.84948432445526,3,4,"sinker, net, hook",False,False,False,9,197.2703017294407
321888448,2850,"Fifteen, Minutes, Quadrant, Fourth, Fraction, Coin",Quarter,Quarter,Normal mode,English,Infinite,1,1,0,1,0,0,0,0,1,65.1089499394099,35.33748388290405,78.48084270954132,6,6,"minutes, coin, quadrant, fourth, fraction, fifteen",False,False,False,36,390.65369963645935
321888448,2862,"Recipe, Occasion, lunch, Worm, breakfast, Brekky",Meal,Spaghetti,Normal mode,English,Infinite,0,1,0,1,0,0,0,0,1,50.64018095533053,22.451937198638916,81.40638619661331,6,6,"brekky, lunch, breakfast, recipe, occasion, worm",False,False,False,36,303.8410857319832
321888448,2869,"Walk, The, Queue, Cocaine, fishing, dancing",Line,Line,Normal mode,English,Infinite,1,1,0,1,0,0,0,0,1,75.03941593070824,57.241591811180115,93.65392699837685,6,6,"queue, cocaine, fishing, the, dancing, walk",False,False,False,36,450.2364955842495
321888448,2881,"Cracked, Monk, Tiny, Gravel, poker, dip",Chip,Chip,Normal mode,English,Infinite,1,1,0,1,0,0,0,0,1,74.05259888619184,59.90082919597626,96.96160741150379,6,6,"monk, tiny, dip, gravel, poker, cracked",False,False,False,36,444.31559331715107
321888448,3002,"energy, generator, Blowing, Power, engine, rotary",Turbine,turbine,Normal mode,English,Infinite,0,1,0,1,0,0,0,0,1,54.388229052225746,42.60889291763306,66.18712842464447,6,6,"engine, blowing, generator, energy, rotary, power",False,False,False,36,326.3293743133545
321888448,3152,"Master, Crawl, Underneath, Structure, Castle, basement",Dungeon,Dungeon,Normal mode,English,Infinite,1,1,0,1,0,0,0,0,1,66.73850193619728,55.444470047950745,82.82474726438522,6,6,"basement, crawl, underneath, master, castle, structure",False,False,False,36,400.4310116171837
321888448,3171,"Wind, Screen, Sword, Sunscreen, Protection, Protection",Shield,block,Normal mode,English,Infinite,0,1,0,1,0,0,0,0,1,59.32744920253754,40.45933485031128,70.68152725696564,5,6,"sunscreen, screen, wind, sword, protection",False,False,False,25,280.9138173858325
321888448,3202,"Guitar, Chopper, hatchet, cleaver, Split, Lumber",Axe,axe,Normal mode,English,Infinite,0,1,0,1,0,0,0,0,1,62.06136246522268,34.72639322280884,78.85304093360901,6,6,"lumber, hatchet, split, cleaver, chopper, guitar",False,False,False,36,372.36817479133606
321888448,3270,"pizza, paste, Gazpacho, Ketchup, Fruit, Vegetable",Tomato,tomato,Normal mode,English,Infinite,0,1,0,1,0,0,0,0,1,40.98103096087774,28.030449151992798,53.09215486049652,6,6,"paste, gazpacho, vegetable, pizza, ketchup, fruit",False,False,False,36,245.88618576526642
321888448,3326,"national, crisis, Peace, opposite, Countries, Disputing",War,War,Normal mode,English,Infinite,1,1,0,1,0,0,0,0,1,62.532774110635124,44.75148916244507,82.60916322469711,6,6,"national, crisis, countries, peace, opposite, disputing",False,False,False,36,375.19664466381073
321888448,3332,"Singing, In, Umbrella, Weather, drizzle, precipitation",Rain,Rain,Normal mode,English,Infinite,1,1,0,1,0,0,0,0,1,55.401451885700226,31.00307583808899,74.9042272567749,6,6,"drizzle, precipitation, in, weather, singing, umbrella",False,False,False,36,332.4087113142014
321888448,3397,"Tighten, Safety, Harness, Rope, Waist, Waist",Belt,belt,Normal mode,English,Infinite,0,1,0,1,0,0,0,0,1,56.10611319541931,43.27365756034851,68.47493350505829,5,6,"rope, safety, harness, waist, tighten",False,False,False,25,269.8368529478709
322628136,4057,"louvered, rear, View, Pane, pane",Window,Window,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,54.21598702669144,33.07259678840637,69.50186789035797,4,5,"louvered, pane, rear, view",False,False,False,16,199.94923591613767
322628136,4183,"fabric, Sailcloth, Oil, paint, Surface",Canvas,canvas,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,59.117857813835144,44.2227840423584,70.30877470970154,5,5,"oil, sailcloth, fabric, surface, paint",False,False,False,25,295.58928906917566
322628136,4320,"Express, Bamboo, marsupial, Red, Endangered",Panda,Panda,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,71.33635193109512,63.52583467960358,87.39688843488693,5,5,"red, marsupial, bamboo, endangered, express",False,False,False,25,356.6817596554756
322628136,4336,"Flax, Whole, Salt, Sand, carbohydrate",Grain,wheat,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,60.649659633636475,52.037668228149414,64.87882137298584,5,5,"salt, flax, sand, carbohydrate, whole",False,False,False,25,303.24829816818243
322628136,4365,"Java, caffeine, filter, Grinds, Grinds",Coffee,Coffee,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,66.84160716831684,44.01687979698181,81.7173108458519,4,5,"filter, grinds, java, caffeine",False,False,False,16,271.77332282066345
322628136,4484,"Arrow, strung, Quiver, curtsey, Violin",Bow,Bow,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,60.10003209114075,50.05885660648346,67.46610105037689,5,5,"violin, arrow, strung, quiver, curtsey",False,False,False,25,300.50016045570374
322628136,4500,"Arpeggio, Weigh, harmonic, Dragon, Dragon",Scale,chord,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,73.73722232878208,66.08048677444458,82.31070935726166,4,5,"weigh, arpeggio, dragon, harmonic",False,False,False,16,301.807678937912
322726720,1045,"River, Teller, Card, Mortgage, Robbery, Monopoly",Bank,Bank,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,55.37997831900915,36.409127712249756,72.8753924369812,6,6,"mortgage, teller, robbery, river, monopoly, card",False,False,False,36,332.27986991405487
322726720,1051,"Grain, Storm, Dune, Beach, Beach, Grainy",Sand,Sand,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,55.43256789445877,36.1106276512146,77.38356739282608,5,6,"storm, grainy, dune, grain, beach",False,False,False,25,261.0612226029237
322726720,1057,"Nimbus, Stratus, Sky, Wispy, Fluffy, Fluffy",Cloud,Cloud,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,65.37048518657684,44.359856843948364,75.75864493846893,5,6,"fluffy, wispy, sky, nimbus, stratus",False,False,False,25,329.69301442305243
322726720,1063,"Material, Straw, Fake, Recyclable, Pipe, Bag",Plastic,Paper,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,52.79535800218582,44.49428915977478,64.5943284034729,6,6,"bag, recyclable, pipe, straw, material, fake",False,False,False,36,316.77214801311493
322726720,1084,"Clay, Silicone, Black, Fungi, Damp, Damp",Mold,Mould,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,61.52873992919922,53.8922905921936,78.63206267356873,5,6,"silicone, clay, black, fungi, damp",False,False,False,25,306.28248304128647
322726720,1091,"Checkmate, Squares, Gambit, Bishop, Game, Game",Chess,Chess,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,66.30954623222351,51.56031250953674,83.09070467948914,5,6,"checkmate, gambit, game, squares, bishop",False,False,False,25,319.2567030588786
322726720,1097,"Sock, Hand, Strings, Wooden, Thunderbirds, Scarlet",Puppet,Puppet,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,75.72252253691356,61.82956397533417,90.63742905855179,6,6,"hand, thunderbirds, strings, scarlet, wooden, sock",False,False,False,36,454.3351352214813
322726720,1103,"Clean, Lambs, Coil, Lambing, Season, Season",Spring,Spring,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,66.3612687587738,44.48431730270386,75.8182018995285,5,6,"lambing, coil, season, lambs, clean",False,False,False,25,313.5755509138108
322726720,1109,"Plant, Cedar, Oak, Sycamore, Birch, Birch",Tree,Tree,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,49.67919707298279,47.29814529418945,52.717721462249756,5,6,"oak, sycamore, cedar, birch, plant",False,False,False,25,247.77211248874664
322726720,1133,"Blubber, Fat, Sea, Creature, White, Blue",Whale,Whale,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,62.05564190944036,42.85930395126343,75.47427117824554,6,6,"creature, blue, fat, white, blubber, sea",False,False,False,36,372.33385145664215
322726720,1139,"Insect, Malaria, Blood, Bite, Bug, Bug",Mosquito,Mosquito,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,53.117935359478,26.51071548461914,75.89160948991776,5,6,"malaria, insect, blood, bite, bug",False,False,False,25,270.9463872015476
322726720,1152,"Animal, Gruff, Kid, Billy, Kid, Billy",Goat,Goat,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,66.9400803744793,50.07871091365814,83.00839066505432,4,6,"kid, animal, billy, gruff",False,False,False,16,268.2890276114146
322726720,1182,"Sewing, Join, Clothes, Clothing, Edge, Edge",Seam,Zip,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,72.09110200405121,51.711100339889526,95.26740908622742,5,6,"join, clothing, edge, clothes, sewing",False,False,False,25,343.4721753001213
322726720,1189,"Early, Sunrise, Am, Dawn, Glory, Wood",Morning,Morning,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,59.41342363754908,45.158666372299194,84.43963527679443,6,6,"am, glory, dawn, wood, sunrise, early",False,False,False,36,356.4805418252945
322726720,1207,"Print, Frame, Oil, Tent, Easel, Painting",Canvas,Art,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,52.83719251553217,34.831470251083374,67.09932684898376,6,6,"oil, print, tent, painting, frame, easel",False,False,False,36,317.02315509319305
322726720,1214,"Full, Square, Door, Terraced, Home, Home",House,House,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,51.801331639289856,26.113754510879517,62.02685832977295,5,6,"home, terraced, full, square, door",False,False,False,25,237.60034392277402
322726720,1281,"Hydrogen, Helium, Fart, Fuel, Carbon, State",Gas,Gas,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,50.871023535728455,23.889702558517456,72.25279808044434,6,6,"hydrogen, fuel, fart, helium, state, carbon",False,False,False,36,305.2261412143707
322726720,1287,"Hair, Ginger, Tree, Underground, Plant, Grow",Root,Root,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,65.41990066568057,53.12383770942688,81.82504773139954,6,6,"underground, hair, tree, grow, plant, ginger",False,False,False,36,392.5194039940834
322726720,1305,"Cake, Trophy, Drink, Mug, Tea, Tea",Cup,Cup,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,52.72903025150299,47.357577085494995,65.78452587127686,5,6,"cake, mug, tea, trophy, drink",False,False,False,25,261.78231587012607
322726720,1311,"Grinder, Corn, Flakes, Spicy, Sneeze, Black",Pepper,Pepper,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,55.12301325798035,37.31904625892639,79.76499795913696,6,6,"grinder, spicy, sneeze, corn, flakes, black",False,False,False,36,330.7380795478821
322726720,1335,"Pulp, Drink, Apple, Cranberry, Orange, Liquid",Juice,Juice,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,41.66411111752192,32.59097337722778,54.408618807792664,6,6,"apple, liquid, pulp, orange, cranberry, drink",False,False,False,36,249.98466670513153
323499397,4491,"Barbie, Nesting, marionette, Ken, Baby, baby",Doll,Doll,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,60.06434142589569,31.898528337478638,83.89056921005249,5,6,"barbie, ken, marionette, baby, nesting",False,False,False,25,288.8721103469531
323499397,4519,"Hairband, Rubber, woman, Stretchy, waistband, waistband",Elastic,elastic,Normal mode,English,Infinite,0,0,0,0,0,0,0,0,1,52.70813152194023,30.747950077056885,90.5127190053463,5,6,"rubber, waistband, hairband, woman, stretchy",False,False,False,25,245.27017958462238
323499397,4528,"pool, Beachwear, wear, garment, Speedo, Speedos",Swimsuit,Swimsuit,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,55.93737463156382,35.99599003791809,67.35771894454956,6,6,"wear, speedo, speedos, garment, beachwear, pool",False,False,False,36,335.62424778938293
323499397,4724,"Canapé, Crudités, charcuterie, soup, Tapas, olives",Appetizer,Appetizer,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,46.01222276687622,33.60795974731445,55.70878982543945,6,6,"olives, tapas, canapé, crudités, soup, charcuterie",False,False,False,36,276.0733366012573
323499397,4990,"semisolid, Pens, Hair, hair, hair, Hair",Gel,Gel,Normal mode,English,Infinite,1,0,0,0,0,0,0,0,1,64.42175209522247,55.27493953704834,71.99388444423676,3,6,"pens, hair, semisolid",False,False,False,9,179.54503744840622
324806575,1625,"Charcuterie, Plywood, Plank, Room, Trustees, Corrugated",Board,Board,Normal mode,English,Infinite,1,1,0,2,0,0,0,0,1,68.86563748121262,55.235809087753296,92.30297654867172,6,6,"trustees, corrugated, plank, charcuterie, plywood, room",False,False,False,36,413.1938248872757
324806575,1634,"Autumn, Wind, Peepers, Fall, Foliage, Photosynthesis",Leaf,leaf,Normal mode,English,Infinite,0,1,0,2,0,0,0,0,1,64.22865390777588,35.59490442276001,81.99361562728882,6,6,"wind, autumn, fall, photosynthesis, peepers, foliage",False,False,False,36,385.3719234466553
324806575,1643,"Tin, Bearer, Diva, Tankard, Measuring, Measuring",Cup,Cup,Normal mode,English,Infinite,1,1,0,2,0,0,0,0,1,76.01066827774048,62.80224621295929,88.34078311920166,5,6,"diva, measuring, bearer, tin, tankard",False,False,False,25,374.70571200052893
324806575,1689,"manicure, Nine, Brad, Stud, Thumb, Cuticle",Nail,Nail,Normal mode,English,Infinite,1,1,0,2,0,0,0,0,1,60.84046935041746,27.44794487953186,79.7259733080864,6,6,"brad, thumb, stud, cuticle, manicure, nine",False,False,False,36,365.04281610250473
328236739,3067,"winner, honor, bronze, Bronze, honor",Medal,Race,Normal mode,English,Infinite,0,1,0,2,0,0,0,0,1,43.491955598195396,36.73259615898132,50.92396140098572,3,5,"winner, bronze, honor",False,False,False,9,130.87945461273193
328236739,3118,"Cerebellum, thinking, thoughts, Head, intellect",Brain,Brain,Normal mode,English,Infinite,1,1,0,2,0,0,0,0,1,53.44519019126892,44.74530816078186,58.832621574401855,5,5,"intellect, head, thoughts, cerebellum, thinking",False,False,False,25,267.2259509563446
328236739,3565,"metro, Trains, Stop, Stop, trains",Station,underground,Normal mode,English,Infinite,0,1,0,2,0,0,0,0,1,52.9713898897171,46.106672286987305,61.76072061061859,3,5,"metro, trains, stop",False,False,False,9,163.03300023078918
328236739,3582,"Poo, Swatter, Insect, Plane, plane",Fly,Fly,Normal mode,English,Infinite,1,1,0,2,0,0,0,0,1,62.0679285377264,39.95659947395325,78.22216898202896,4,5,"plane, poo, swatter, insect",False,False,False,16,230.58265089988708
328236739,3665,"Service, Gift, waiter, indication, spike",Tip,tips,Normal mode,English,Infinite,0,1,0,2,0,0,0,0,1,72.50233054161072,60.430604219436646,80.37479817867279,5,5,"spike, gift, indication, waiter, service",False,False,False,25,362.5116527080536
